Country Name,Country Code,Counterpart-Area Name,Counterpart-Area Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029]
Jamaica,JAM,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2039267.3,686215.7,633249.3,633243.4,626819.4,493410.7,442837.5,..,..,..,..,..,..,..,..,249682.7,255891.5,490029.1,735290.2,733004.9,2802545,6705001,7212008.7,15677738.7,32970652.4,15700446.9,11078240.1,15657317.7,21933897.8,28627056.9,30998643.4,66692268.2,71035730.4,67140138.4,81532999.6,96323000.3,95058855.4,120751085,119692679.1,117532389.6,114934472,75829403.5,71864801,51157524.2,33321827.5
Jamaica,JAM,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,123288,877759.5,1383462,7638942.9,7094605.5,5538664,4552307,7002765,14067016,12706434.1,15056570.6,23869613,18395808.9,34769732.9,40655230.4,38995869.8,15077543.9,26727808.8,29166048.5,26006538.7,29657200.9,21240751.2,63818975.3,34464688.4,34526105.8,33310490.8,36348900,37320026.3,41486258.1,28888260.4,31284841.3,35433107.9,22902572.2,31304486.4,31686190.4,31339173.2,25016920.9,21358629.4,17276369,15866277,10815443.9,10855085.8,4976382.7,4957137.7,4713310.3,115000,174000,605405.4,1014810.8,1005810.8,993810.8,981810.8,969810.8
Jordan,JOR,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,19530,82800,44880,121522.5,2395000,8982920,14134890,26613715,9112705.4,19897733.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37984781.9,88000000,54600000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,447000,1075000,1210800,1606685,4605490.5,9831003.3,13157935.5,29408575.4,41654648.3,54512200.4,74501734.2,109884254.6,130316366.4,170408360.4,175658456.9,171707190.7,164802082.4,152593856.3,226466721.7,21398686.7,67040397.7,99412948.6,68605981.8,59858264.5,40532182,34267544.3,41278558.8,44456395,48708984.6,40505492.3,33311000,32844000,43002000,44905000,42833000,34082000,29752000,32062000,337521000,14081000,13823000,14330000,14063000,13797000,13536000,13260000,12994000,11036000,10464000,9360000,6505000,6404000,5751996.4,4655996.4,3244996.4,3179996.4,2557246.4,2535246.4,2511246.4,2489246.4
Jordan,JOR,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,872152.3,0,0,130141,376690.8,619741.9,373026.1,653385.6,2753782.9,2553796.9,2449444.8,2473677.6,2322000.3,2287180.7,2409446.9,4947592.4,2639731,2592481.3,2545074.5,2497824.7,2450418,2403011.2,..
Jordan,JOR,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,448000,430000,412000,393000,379000,356000,338000,423726.5,361899,1985251.1,2620466.5,2626848,5415253,15670930,34118416,41947853.8,50028399.4,45795893,11716113.4,16371703,47163954.1,21099461.7,28910509.3,30859213.4,61375381.5,60089311.6,42080091.6,53422131,58554177.3,89224487.5,104524389.9,96906480.1,101246785.9,123984846.6,115162606.8,101466438.5,105531323.8,135367904.3,147772078,154630931.5,184314009.3,177933731.6,142580393,139096691.5,122324074.6,118907336.5,114009909.5,118263961.6,111482908,110845489.7,86131251.1,68521774.3,70002343.4,62028242.2,54855955.8,52975334.8,50249683.8,47346484.7,47024787.5
Kazakhstan,KAZ,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12000,264000,1585000,13303000,53963000,32301000,32276000,41884000,14272000,9072000,2092000,2077000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2464835.5,3122701.8,1504097.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7700000,8596000,28832000,455517295.2,57185036.3,61957112,142203811.1,405790692.2,567863201.7,580602143.9,569446012,439546001.9,213496117.9,174577587.8
Kazakhstan,KAZ,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5989925.2,14258497.9,25328226.2,23865150.2,45231435.4,49935367.1,47981965.1,46552874,52792167.5,68474660.1,88635625.2,42668426.9,53822454.3,66084721.1,76325684.2,218546315.5,63736332.1,67423523.5,59664434.4,54597878.6,46888280.6,51392740.6,51785735.9,51679594.1,51386149.1,51512900.2,45666453.9,38102976.6,37428779.8,36754583.2,36062874.9,35388678.3,30161465.3,25126879.9,24662822.5
Kenya,KEN,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,57772,56662.2,59502.4,66304.8,60854.4,64506.8,62335.1,83400.5,99790,64155,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,826000,1630000,3259000,3877000,5743000,5788000,8257000,9508000,10924000,12517000,12144000,12517000,12969000,15945000,20842000,21592000,21635000,23074000,23303000,23842000,16041000,18763000,10745000,5791000,23433000,24277000,30397000,21271000,27065000,14774000,27053000,9545000,20452000,20135000,5496000,4019000,4048000,6726000,4330000,7085422,5739000,6899478,7692145,7224310,19139000,8353000,6437000,7991000,26921000,26519000,26061000,2434000,22284857.1,71894857.1,70505857.1,68920428.6,66765500,65403500,63016000,61680000
Kenya,KEN,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,216946.1,145044.8,..,89245.3,89507.4,89624.8,89390.9,89629.7,89646.6,1669702.2,..,..,..,7638037.1,1585731.4,4481055.6,4560334.7,11796519.5,15489854.3,17947928.3,24829017.1,86340496.7,77297146.6,138105751.8,239315597.8,325877233.5,510471137.4,774198976.3,387699119,1182859412,1108984688,1033683269,1016432391,1010551342,958152649.2,904683730.3,758239145.2
Kenya,KEN,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,45768,110398,132498,198766,370727.6,1116463,2092160,9094087,9509824,11638480.3,11851731,11218188,12137255,12193935,12509344,16054269.2,17621055.2,18931522.2,12184662.9,14668165,44574486.6,19275416.6,50257900.5,44967151.1,59257473.7,63730885.9,51616607.3,49587331.5,58676247.5,28485435.2,39095501,70903853.9,131323385.1,32073220,15027147.5,20117204.4,67363068.6,106435879.2,109928888,109147596,98642605.7,133615098.3,88288685.6,84233213.8,80317352.3,83861976.1,98301952.7,96429321.1,86450934.4,94501207.4,9992101,86404249,90844315.6,86676554.4,84455374.8,92502126.8,90073988.2,91809933.1,91494549.2
Kosovo,XKX,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1109000,9714000,..,5903000,5161000,335000,752000,13436000,2321000,609000,931000,286700,1081000,1431000,2198000,869000,2281000,19328000,7947536.1,2281250,2281000,2281000,1138000,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,304545.3,866000,837000,806000,748000,..,26337.8,..,..,..,..,..,..,495000,2103000,4029700,7658102.8,11989970.7,24954000,49202798.7,57091700.2,51117094.1,60757877.2,68903174.9,70067574.6,36500812.9,111433694.4,124698136.1,125953991.9,211261924.8,207895413.2,232617800.5,217809755.1,208910622.8
Kyrgyz Republic,KGZ,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,979890,1593747.9,2143374.2,2408664.6,2332799.2,3141803.2,4659396.8,3442578.4,543263.3,69126.7,83235,0,430038.6,1700014.4,1503468.7,2996101.4,4508816.1,5067511.3,4969133.7,4107149,3821473.1,3370998.9,3812326.5,3940994.4,8243370.8,12789196.9,13002347,6299764.5,12280433.2,13856477.3,13818434.9,13695853.7,16192716.3,15203310.8,14608589.9,14005113.1
Lao PDR,LAO,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,83700,2235600,752400,2319975,1508850,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15425832.8,8553750,8553750,8553750,8553750,8553750,10043813.2,10043813.2,10043813.2,10043813.2,10043813.2,10042102.5,13043813.2,5780000,..,..,..,7137000,25385000,4616000,17712000,25231000,25311000,25372000,25332000,25308000,25263000,25228000,25104000,61944750,61944750,61944750,61944750,..,..,..,..
Lao PDR,LAO,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67000,67000,248104.2,412782.1,567038.9,843249.5,5731117.5,9005445.7,18982069.4,1520194.6,28612608.8,41652679.6,49651634.9,67840317.4,94664692.2,116234478.7,174755842.6,244014189.1,221019835.2,79951577.8,39778701.8,634061913.3,670990670.3,716922077.5,737017717.8,686899441,662510681.7,641079241.9,607369728.7
Lao PDR,LAO,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,144000,139000,133000,128000,122000,127110.8,177460,106000,549871,578586,460538,472732,418912,353766,1087470,1089792,2101712.8,2505057.9,2640145.9,2426760.5,2282794,2417675,2521057,2832701.6,2263545.9,3369332.9,2952888.8,2441773.5,2263736.2,2562588.1,2635993.4,2800183.3,2452674.2,2773707.5,1498229.9,1463624.2,2348010.7,2244019.1,2793541.7,3231509.4,3298855.5,4780869.3,5816046.7,6051575.7,4407936.9,5139120.7,5690864.3,5599422,5788477,6045917.6,6341923,6290647.4,7739409.6,11853494.6,13859441.2,13798150.6,18070767.8,16282833.2,16125228.8,15985136
Lebanon,LBN,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,994000,1706000,1085000,1078000,2254000,955000,1529000,1615000,1029000,1814000,2863000,4579000,5238000,5939000,19741000,35609000,42561000,45204000,36258000,33897000,27777000,10703000,8452000,6498000,6184000,10321000,4102000,4080000,4256000,4500000,4284000,4047000,2786000,4357000,3747000,3626000,955000,5137000,3329000,3240000,1394000,1273000,1151000,529000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,7848800.7,..,..,..,..,..,..,..
Lebanon,LBN,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,482679.3,1382968.3,8235.8,159783.3,155535,3246165,10918090.8,6046342.3,6698056.5,7837436.4,5307379.7,9565539.1,10785950.3,10980295,8759399.5,11048219.4,6766784.4,7394440.2,6999277.3,6957042.6,6890019.3,6875880.8,6536803.3,3047018.6,..,..,..,..,..,..,..
Lesotho,LSO,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66000,602000,597000,417000,389000,361000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,829000,..,605269.6,..,..,..,..,..,1208183.3,..,..,..,61907,414409.1,569902.4,635656,953217.5,3322020.8,1927601.4,3313727.2,3140795.3,3738696.3,5196660.6,5098959.8,5679452.8,5579037.3,9637729.5,17400141.1,17381304,19747345.9,21962533.8,21616244.6,19917945.3,18260302.8
Lesotho,LSO,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,8362000,8381000,9183000,9616000,10610000,10318000,8163000,7521000,7591000,16802000,10554000,4466000,14410000,2293000,796000,1520000,6002000,7723000,15089000,972000,4000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,209000,74000,74000,74000,74000,877922.5,1085422.6,1356579.8,1078653.1,1590720.5,4196313,4144040,4091610,4039337,3987064,3934634,3882361
Liberia,LBR,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,3373,100872,306976,1759104,1510614,..,76532,164248.5,..,..,23883.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,399641.1,953325,1222440,2475037.5,3885015,4443583.5,4948621.3,14725096.8,13706236.2,17865541.7,45399472.5,42789697.5,37018974.5,24865092.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1658000,..,..,..,1531121.4,2101724,..,616448.5,7146972.5,7222245.5,8991568,7280411,7280411,18382000,19319000,18385000,1000,..,368000,..,..,..,..,..,51764000,8891000,8891000,8891000,8891000,8891000,8891000,0,0,0,0,..,..,..,..
Madagascar,MDG,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,22000,45000,20000,32000,44000,54000,69000,119000,306000,1964000,4759000,5086000,4776000,2137000,2856000,772000,1687000,4052000,608000,1557000,5287000,1978000,134000,..,38000,..,..,331000,1084000,744000,..,1450000,538000,522000,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,369769.3,1315313.9,1479416.8,1607265.2,478449.1,420705.5,378878.6,362451.7,312070.4,244317.1,..,..,..,..,..,..,..,..,..,..,..,..,182000,364000,364000,..,..,..,0,..,..,..,120646.6,922210.3,1095932.1,1222716.8,1240117.5,1259992.1,5724041.8,5558805.5,5128972.2,4956906.5,5379197.6,6315742.3,7177742.7,8062928.9,9111593.4,9791760.4,10157497.9,27547013.7,28514559.4,28276059.7,23720940.6,23519033.9
Madagascar,MDG,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,148291,134920,321296,728836,1865417,4609539.4,839097,1583408,764860.5,1386735,2513280,2155449.9,5024269,6933164.4,12790154.6,9748339,15228696.3,7634305.4,5741495.7,4276390.5,4517087.9,3264451.5,5843967,4163774.7,10273409.5,705406.7,5649781.8,5951929.1,6299167.5,638135,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8755.8,26267.4,35023.2,35023.2,35023.2,13014564.8,13014564.8,13014564.8
Malawi,MWI,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,3000,71000,108000,138000,807000,1922000,1596000,5709000,8805000,12067000,17462000,16842000,11277000,11300000,14344000,20167000,22721000,12816000,2409000,1040000,567000,309000,892000,749000,362000,1084000,645000,550000,518000,486000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,China,730,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,450692.7,961400.3,1923386.1,3842993.3,4887369.7,11755298.8,13779784.4,15995392.1,13289773.3,14964709.9,17326340.6,21945381.5,22939418.7,23524164.8,24042353.1,23710976.7,23374263.1,31066925.1,30621427.2,26628585.2
Malawi,MWI,Japan,701,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,4796.5,989496,287836.3,4350043.5,2501388,968645,2520570,3788928,3982507.1,2391835,1077002,2455823.5,6695732.9,7446438.8,6962542.8,5457912.2,3155245.8,10001035.8,7819176.2,11025228.1,5379250.9,..,..,..,..,..,..,..,..,2146000,4292000,4292000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,USSR,078,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,Russian Federation,087,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,United States,302,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34000,44000,54000,54000,54000,54000,54000,54000,54000,102000,115000,137000,162000,158000,207000,154000,152000,150130,147020.1,144393.1,141766.2,139139.2,136513,133885,24701,199106,126005,123377,113000,120000,..,228000,111000,107000,..,91000,95624.2,92624.2,90625.2,79600,77600,14000,14000,..
